TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Commercial,2019,12,25,9,21,12XX GRANVILLE ST,Central Business District,490757.6845,5458215.4428
Break and Enter Commercial,2019,7,2,1,50,12XX HAMILTON ST,Central Business District,490995.2022,5457944.3987
Break and Enter Commercial,2019,5,21,4,10,12XX HAMILTON ST,Central Business District,491003.8118,5457952.9803
Break and Enter Commercial,2019,1,7,3,12,12XX HARO ST,West End,490649.1332,5459213.7511
Break and Enter Commercial,2019,5,24,4,30,12XX HARWOOD ST,West End,490097.7062,5458687.3502
Break and Enter Commercial,2019,6,23,3,56,12XX HARWOOD ST,West End,490097.7062,5458687.3502
Break and Enter Commercial,2019,7,18,8,44,12XX HARWOOD ST,West End,490097.7062,5458687.3502
Break and Enter Commercial,2019,7,29,8,20,12XX HARWOOD ST,West End,490097.7062,5458687.3502
Break and Enter Commercial,2019,8,12,9,49,12XX HARWOOD ST,West End,490097.7062,5458687.3502
Break and Enter Commercial,2019,11,26,7,13,12XX HARWOOD ST,West End,490097.7062,5458687.3502
Break and Enter Commercial,2019,8,18,4,20,12XX HARWOOD ST,West End,490124.3032,5458660.976
Break and Enter Commercial,2019,4,24,0,0,12XX HOMER ST,Central Business District,491004.4732,5458039.2664
Break and Enter Commercial,2019,5,5,4,47,12XX HOMER ST,Central Business District,491030.8311,5458052.7713
Break and Enter Commercial,2019,3,5,20,30,12XX HORNBY ST,Central Business District,490575.9013,5458314.8358
Break and Enter Commercial,2019,1,20,3,42,12XX HORNBY ST,Central Business District,490591.2684,5458317.3393
Break and Enter Commercial,2019,7,13,1,25,12XX HORNBY ST,Central Business District,490680.0351,5458406.7857
Break and Enter Commercial,2019,3,17,21,34,12XX HOWE ST,Central Business District,490648.1561,5458239.2418
Break and Enter Commercial,2019,1,25,0,42,12XX HOWE ST,Central Business District,490650.5904,5458254.6229
Break and Enter Commercial,2019,2,12,4,58,12XX HOWE ST,Central Business District,490650.5904,5458254.6229
Break and Enter Commercial,2019,4,5,1,46,12XX HOWE ST,Central Business District,490650.5904,5458254.6229
Break and Enter Commercial,2019,8,10,21,55,12XX HOWE ST,Central Business District,490650.5904,5458254.6229
Break and Enter Commercial,2019,12,10,1,14,12XX HOWE ST,Central Business District,490652.1533,5458256.1886
Break and Enter Commercial,2019,12,9,21,0,12XX HOWE ST,Central Business District,490735.2885,5458339.4652
Break and Enter Commercial,2019,12,11,9,55,12XX HOWE ST,Central Business District,490735.2885,5458339.4652
Break and Enter Commercial,2019,3,8,8,27,12XX MARINASIDE CRES,Central Business District,491201.6589,5457735.3235
Break and Enter Commercial,2019,11,21,2,40,12XX MARINASIDE CRES,Central Business District,491201.6589,5457735.3235
Break and Enter Commercial,2019,1,19,1,30,12XX NELSON ST,West End,490461.3512,5459087.382
Break and Enter Commercial,2019,7,26,3,17,12XX NICOLA ST,West End,489903.7508,5458982.6689
Break and Enter Commercial,2019,8,20,0,0,12XX NICOLA ST,West End,489903.7508,5458982.6689
Break and Enter Commercial,2019,8,19,5,44,12XX NICOLA ST,West End,489903.7918,5458982.7095
Break and Enter Commercial,2019,11,16,4,8,12XX NICOLA ST,West End,489938.044,5459016.7047
Break and Enter Commercial,2019,10,12,18,0,12XX PACIFIC BLVD,Central Business District,491046.9221,5457866.6931
Break and Enter Commercial,2019,9,22,7,6,12XX PACIFIC BLVD,Central Business District,491051.7662,5457868.5866
Break and Enter Commercial,2019,7,16,22,0,12XX PACIFIC ST,West End,489988.5138,5458640.1017
Break and Enter Commercial,2019,9,5,7,30,12XX PACIFIC ST,West End,489988.5138,5458640.1017
Break and Enter Commercial,2019,11,21,16,21,12XX PACIFIC ST,West End,489988.5138,5458640.1017
Break and Enter Commercial,2019,11,3,16,0,12XX PENDRELL ST,West End,490316.3341,5458934.2644
Break and Enter Commercial,2019,8,19,13,37,12XX PENDRELL ST,West End,490343.3981,5458893.2045
Break and Enter Commercial,2019,5,12,18,45,12XX RAYMUR AVE,Strathcona,493985.5078,5457850.9074
Break and Enter Commercial,2019,12,19,13,14,12XX RICHARDS ST,Central Business District,490927.5588,5458104.6761
Break and Enter Commercial,2019,5,14,2,0,12XX ROBSON ST,West End,490657.2294,5459358.0461
Break and Enter Commercial,2019,2,16,4,55,12XX ROBSON ST,West End,490683.6155,5459331.6849
Break and Enter Commercial,2019,4,25,3,30,12XX ROBSON ST,West End,490731.9898,5459283.3568
Break and Enter Commercial,2019,9,16,18,0,12XX SALSBURY DR,Grandview-Woodland,495086.6254,5457887.1192
Break and Enter Commercial,2019,6,21,6,58,12XX THURLOW ST,West End,490420.6771,5458601.7437
Break and Enter Commercial,2019,6,4,4,6,12XX VENABLES ST,Strathcona,494287.5729,5458223.2726
Break and Enter Commercial,2019,11,11,19,0,12XX W 10TH AVE,Fairview,490336.1903,5456645.9351
Break and Enter Commercial,2019,4,3,18,15,12XX W 11TH AVE,Fairview,490378.577,5456550.6297
Break and Enter Commercial,2019,9,9,23,0,12XX W 13TH AVE,Fairview,490318.032,5456333.8562
Break and Enter Commercial,2019,5,16,8,57,12XX W 14TH AVE,Fairview,490413.0799,5456238.8767
Break and Enter Commercial,2019,7,8,9,0,12XX W 14TH AVE,Fairview,490413.0799,5456238.8767
Break and Enter Commercial,2019,9,13,1,30,12XX W 15TH AVE,Fairview,490371.4951,5456138.2446
Break and Enter Commercial,2019,4,26,16,0,12XX W 70TH AVE,Marpole,490215.7965,5450641.7266
Break and Enter Commercial,2019,11,25,14,10,12XX W 8TH AVE,Fairview,490338.3246,5456863.2309
Break and Enter Commercial,2019,3,15,5,0,12XX W BROADWAY AVE,Fairview,490411.7725,5456760.3704
Break and Enter Commercial,2019,3,30,12,47,12XX W BROADWAY AVE,Fairview,490411.7725,5456760.3704
Break and Enter Commercial,2019,9,12,5,14,12XX W GEORGIA ST,Central Business District,490801.1422,5459474.3096
Break and Enter Commercial,2019,3,23,12,0,12XX W GEORGIA ST,West End,490877.0188,5459385.9862
Break and Enter Commercial,2019,2,11,1,56,12XX W GEORGIA ST,Central Business District,490883.4655,5459392.4711
Break and Enter Commercial,2019,6,5,23,1,12XX W HASTINGS ST,Central Business District,490992.0884,5459600.4215
Break and Enter Commercial,2019,9,2,4,1,12XX W HASTINGS ST,Central Business District,490992.0884,5459600.4215
Break and Enter Commercial,2019,2,4,1,0,12XX W HASTINGS ST,Central Business District,491023.488,5459585.8138
Break and Enter Commercial,2019,3,29,8,26,12XX W HASTINGS ST,Central Business District,491064.3753,5459576.8723
Break and Enter Commercial,2019,8,21,8,19,12XX W HASTINGS ST,Central Business District,491064.3753,5459576.8723
Break and Enter Commercial,2019,8,25,17,3,12XX W HASTINGS ST,Central Business District,491064.3753,5459576.8723
Break and Enter Commercial,2019,8,11,3,34,12XX W PENDER ST,Central Business District,490898.9956,5459575.0867
Break and Enter Commercial,2019,9,1,0,0,12XX W PENDER ST,Central Business District,490898.9956,5459575.0867
Break and Enter Commercial,2019,9,30,0,30,12XX W PENDER ST,Central Business District,490899.0425,5459585.1576
Break and Enter Commercial,2019,9,28,10,52,12XX W PENDER ST,Central Business District,491024.7259,5459526.4236
Break and Enter Commercial,2019,4,7,13,54,13XX ALBERNI ST,West End,490700.6544,5459484.513
Break and Enter Commercial,2019,8,29,23,0,13XX BIDWELL ST,West End,489685.7105,5459161.0937
Break and Enter Commercial,2019,8,15,19,46,13XX BIRCH WALK,Fairview,490215.2736,5457295.9027
Break and Enter Commercial,2019,4,22,23,59,13XX BURNABY ST,West End,490011.4503,5458913.5453
Break and Enter Commercial,2019,5,12,6,34,13XX BURRARD ST,West End,490439.965,5458331.9993
Break and Enter Commercial,2019,6,20,5,2,13XX BURRARD ST,West End,490439.965,5458331.9993
Break and Enter Commercial,2019,6,22,5,3,13XX BURRARD ST,West End,490439.965,5458331.9993
Break and Enter Commercial,2019,6,22,10,45,13XX BURRARD ST,Central Business District,490451.6847,5458330.7879
Break and Enter Commercial,2019,3,8,20,0,13XX CARDERO ST,West End,489766.6902,5459025.408
Break and Enter Commercial,2019,10,20,0,7,13XX CARDERO ST,West End,489766.6902,5459025.408
Break and Enter Commercial,2019,12,28,12,46,13XX COMOX ST,West End,490295.7377,5459109.3298
Break and Enter Commercial,2019,3,29,4,15,13XX DAVIE ST,West End,490145.3665,5458952.8409
Break and Enter Commercial,2019,11,11,23,19,13XX DAVIE ST,West End,490145.3665,5458952.8409
Break and Enter Commercial,2019,9,30,9,29,13XX E 3RD AVE,Grandview-Woodland,494428.958,5457239.0936
Break and Enter Commercial,2019,9,29,12,25,13XX E 8TH AVE,Grandview-Woodland,494382.0873,5456727.769
Break and Enter Commercial,2019,11,28,0,0,13XX E HASTINGS ST,Grandview-Woodland,494417.2723,5458739.2455
Break and Enter Commercial,2019,1,8,8,8,13XX E HASTINGS ST,Grandview-Woodland,494452.6034,5458729.449
Break and Enter Commercial,2019,1,26,0,0,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,3,13,8,15,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,3,14,16,45,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,3,15,5,41,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,3,27,18,0,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,4,3,10,33,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,4,3,11,1,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,4,10,10,22,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,4,11,0,0,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,4,23,0,0,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,6,3,11,50,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,6,18,0,0,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,6,18,4,35,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,6,19,14,20,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,6,20,16,15,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,7,4,11,56,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,8,3,14,32,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,8,3,20,26,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,8,28,0,0,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,9,2,0,0,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,9,2,0,1,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,9,4,11,18,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,11,10,15,0,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,11,15,4,0,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,11,21,8,30,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,11,29,10,23,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,12,14,0,1,13XX E KENT AVE N,Sunset,494146.7128,5450708.371
Break and Enter Commercial,2019,1,3,18,30,13XX E KENT AVE N,Sunset,494326.1307,5450731.8953
Break and Enter Commercial,2019,12,23,1,30,13XX FOUNTAIN WAY,Fairview,490174.5843,5457237.2272
Break and Enter Commercial,2019,1,29,10,13,13XX GLEN DR,Strathcona,494078.8313,5457786.8678
Break and Enter Commercial,2019,2,28,9,23,13XX GLEN DR,Strathcona,494078.8313,5457786.8678
Break and Enter Commercial,2019,2,3,17,30,13XX HARO ST,West End,490541.2037,5459331.6014
Break and Enter Commercial,2019,9,30,0,0,13XX HARO ST,West End,490544.6115,5459329.1549
Break and Enter Commercial,2019,6,10,0,0,13XX HOMER ST,Central Business District,490890.868,5457923.883
Break and Enter Commercial,2019,4,26,8,5,13XX HOMER ST,Central Business District,490891.9138,5457924.9907
Break and Enter Commercial,2019,2,5,17,0,13XX HORNBY ST,Central Business District,490495.2622,5458222.0627
Break and Enter Commercial,2019,10,30,19,0,13XX HORNBY ST,Central Business District,490497.5549,5458237.1793
Break and Enter Commercial,2019,3,1,6,0,13XX HOWE ST,Central Business District,490531.4652,5458135.8101
Break and Enter Commercial,2019,12,5,9,26,13XX HOWE ST,Central Business District,490608.4706,5458212.4094
Break and Enter Commercial,2019,1,8,6,30,13XX KINGSWAY AVE,Kensington-Cedar Cottage,494394.7483,5455324.9436
Break and Enter Commercial,2019,12,7,11,50,13XX NAPIER ST,Grandview-Woodland,494459.6664,5458016.4215
Break and Enter Commercial,2019,5,26,7,0,13XX NICOLA ST,West End,489804.3619,5458898.682
Break and Enter Commercial,2019,1,7,19,30,13XX ODLUM DR,Grandview-Woodland,494470.6155,5457728.3523
Break and Enter Commercial,2019,8,26,11,50,13XX ODLUM DR,Grandview-Woodland,494470.8551,5457745.5055
Break and Enter Commercial,2019,9,13,11,15,13XX ODLUM DR,Grandview-Woodland,494470.8551,5457745.5055
Break and Enter Commercial,2019,10,14,5,48,13XX ODLUM DR,Grandview-Woodland,494470.8551,5457745.5055
Break and Enter Commercial,2019,1,27,8,45,13XX ODLUM DR,Grandview-Woodland,494480.8229,5457804.5073
Break and Enter Commercial,2019,11,24,4,51,13XX POWELL ST,Grandview-Woodland,494415.5633,5458932.8392
Break and Enter Commercial,2019,12,24,2,56,13XX POWELL ST,Grandview-Woodland,494415.5633,5458932.8392
Break and Enter Commercial,2019,6,11,16,0,13XX POWELL ST,Grandview-Woodland,494425.2401,5458933.6805
Break and Enter Commercial,2019,5,10,5,42,13XX RICHARDS ST,Central Business District,490785.3939,5457960.9134
Break and Enter Commercial,2019,9,22,7,0,13XX RICHARDS ST,Central Business District,490833.7723,5457995.6889
Break and Enter Commercial,2019,12,21,3,30,13XX ROBSON ST,West End,490596.1652,5459431.8788
Break and Enter Commercial,2019,9,19,13,0,13XX ROBSON ST,West End,490599.1574,5459415.9793
Break and Enter Commercial,2019,10,16,7,0,13XX ROBSON ST,West End,490599.1574,5459415.9793
Break and Enter Commercial,2019,6,3,0,0,13XX ROBSON ST,West End,490628.1521,5459399.9753
Break and Enter Commercial,2019,9,14,11,30,13XX ROBSON ST,West End,490628.1521,5459399.9753
Break and Enter Commercial,2019,2,1,2,0,13XX ROLSTON ST,Central Business District,490735.2931,5458092.4386
Break and Enter Commercial,2019,7,21,4,35,13XX ROLSTON ST,Central Business District,490735.2931,5458092.4386
Break and Enter Commercial,2019,9,3,22,0,13XX SE MARINE DR,Sunset,494193.7949,5450937.0118
Break and Enter Commercial,2019,3,12,4,55,13XX SEYMOUR ST,Central Business District,490699.6717,5457993.6499
Break and Enter Commercial,2019,5,13,5,0,13XX SEYMOUR ST,Central Business District,490731.994,5458024.3542
Break and Enter Commercial,2019,1,2,0,53,13XX SEYMOUR ST,Central Business District,490764.7011,5458062.7558
Break and Enter Commercial,2019,1,26,18,56,13XX SEYMOUR ST,Central Business District,490764.7011,5458062.7558
Break and Enter Commercial,2019,4,14,23,27,13XX SEYMOUR ST,Central Business District,490764.7011,5458062.7558
Break and Enter Commercial,2019,3,9,8,20,13XX VENABLES ST,Grandview-Woodland,494412.6042,5458229.4325
Break and Enter Commercial,2019,9,17,11,15,13XX VENABLES ST,Grandview-Woodland,494412.6042,5458229.4325
Break and Enter Commercial,2019,11,14,3,30,13XX W 10TH AVE,Fairview,490170.0252,5456659.1221
Break and Enter Commercial,2019,8,23,21,0,13XX W 10TH AVE,Fairview,490176.6802,5456649.8122
Break and Enter Commercial,2019,8,10,21,57,13XX W 12TH AVE,Fairview,490190.8459,5456445.1157
Break and Enter Commercial,2019,4,6,8,30,13XX W 15TH AVE,Fairview,490177.3236,5456141.3095
Break and Enter Commercial,2019,2,21,8,30,13XX W 4TH AVE,Fairview,490174.9423,5457110.3964
Break and Enter Commercial,2019,7,19,0,0,13XX W 4TH AVE,Fairview,490174.9423,5457110.3964
Break and Enter Commercial,2019,12,11,5,45,13XX W 6TH AVE,Fairview,490180.3665,5457044.2143
Break and Enter Commercial,2019,1,13,19,11,13XX W 70TH AVE,Marpole,490141.8686,5450653.0511
Break and Enter Commercial,2019,1,27,21,30,13XX W 73RD AVE,Marpole,490080.3714,5450190.6554
Break and Enter Commercial,2019,7,31,22,0,13XX W 73RD AVE,Marpole,490149.3738,5450172.4998
Break and Enter Commercial,2019,12,18,2,0,13XX W 73RD AVE,Marpole,490178.2791,5450171.3225
Break and Enter Commercial,2019,12,15,23,0,13XX W 7TH AVE,Fairview,490244.6276,5456958.9671
Break and Enter Commercial,2019,9,18,4,43,13XX W 8TH AVE,Fairview,490130.6556,5456868.3066
Break and Enter Commercial,2019,11,11,5,0,13XX W 8TH AVE,Fairview,490130.6556,5456868.3066
Break and Enter Commercial,2019,5,16,3,0,13XX W BROADWAY AVE,Fairview,490153.378,5456757.9826
Break and Enter Commercial,2019,9,18,8,30,13XX W BROADWAY AVE,Fairview,490211.9406,5456765.4993
Break and Enter Commercial,2019,5,2,4,30,13XX W BROADWAY AVE,Fairview,490227.5115,5456755.9181
Break and Enter Commercial,2019,10,16,3,15,13XX W BROADWAY AVE,Fairview,490227.5115,5456755.9181
Break and Enter Commercial,2019,12,8,19,0,13XX W BROADWAY AVE,Fairview,490229.4103,5456755.865
Break and Enter Commercial,2019,6,15,16,0,13XX W GEORGIA ST,West End,490695.4261,5459565.9646
Break and Enter Commercial,2019,8,5,17,37,13XX W GEORGIA ST,Central Business District,490745.0812,5459529.809
Break and Enter Commercial,2019,9,8,8,45,13XX W PENDER ST,Central Business District,490760.6968,5459636.7414
Break and Enter Commercial,2019,7,10,6,15,14XX ADANAC ST,Grandview-Woodland,494585.6015,5458318.7193
Break and Enter Commercial,2019,4,18,21,0,14XX BARCLAY ST,West End,490341.2446,5459365.0758
Break and Enter Commercial,2019,8,17,8,5,14XX BARCLAY ST,West End,490341.2446,5459365.0758
Break and Enter Commercial,2019,10,29,4,56,14XX BARCLAY ST,West End,490341.2446,5459365.0758
Break and Enter Commercial,2019,5,11,1,59,14XX BEACH AVE,West End,489850.2042,5458776.7212
Break and Enter Commercial,2019,9,24,7,51,14XX BURNABY ST,West End,489981.7963,5458955.76
Break and Enter Commercial,2019,12,13,7,0,14XX BURRARD ST,Central Business District,490290.355,5458175.4762
Break and Enter Commercial,2019,5,16,23,30,14XX BUTE ST,West End,490035.1912,5458514.9592
Break and Enter Commercial,2019,12,26,5,40,14XX CARTWRIGHT ST,Fairview,490107.7253,5457538.9313
Break and Enter Commercial,2019,5,19,5,44,14XX CARTWRIGHT ST,Fairview,490147.0629,5457504.2422
